airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
neutral,,Delta,,terrybrokebad,0,"@CatfoodBeerGlue you'll enjoy this. 

@JetBlue: Our fleet's on fleek. http://t.co/2thC9RKURT۝",2/24/15 8:50,5.70265E+17,"Newcastle, Uk",Casablanca
neutral,,Delta,,tumblehawk,0,@JetBlue yer deals never seem to include NYC--&gt;PDX or NYC--&gt;PGH...wish they did!,2/24/15 8:48,5.70264E+17,"brooklyn, ny, us",
neutral,,Delta,,MyCustoAdvocate,0,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,2/24/15 8:00,5.70252E+17,"Miami, New York, Boston",
neutral,,Delta,,Kristenrx5150,0,@JetBlue thank you! Headed from LBC to OAK !,2/24/15 7:59,5.70252E+17,anaheim,
positive,,Delta,,Kristenrx5150,0,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,2/24/15 7:57,5.70251E+17,anaheim,
neutral,,Delta,,butimvikki,0,@JetBlue: Our fleet's on fleek. http://t.co/b5ttno68xu۝ I just _٪,2/24/15 7:47,5.70249E+17,D{M}V,Quito
positive,,Delta,,Ruth_Slobodin,0,"@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)۝ you know me too well _",2/24/15 7:38,5.70246E+17,,Atlantic Time (Canada)
neutral,,Delta,,NENAFL,0,"@JetBlue ""Do what you love and you'll never work a day in your life."" __",2/24/15 7:37,5.70246E+17,,Eastern Time (US & Canada)
neutral,,Delta,,ArdensMommy,0,"@JetBlue It drops 75 when i take off the other two people, and vice versa. back and forth.",2/24/15 7:35,5.70246E+17,MA,Quito
positive,,Delta,,PaulParz,0,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",2/24/15 7:32,5.70245E+17,,
positive,,Delta,,gabs_tweets,0,@JetBlue Longing to look into the blue eyes. #firstlove,2/24/15 7:28,5.70244E+17,,Eastern Time (US & Canada)
positive,,Delta,,jdlessard13,0,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,2/24/15 7:23,5.70243E+17,,
neutral,,Delta,,blckblakelively,0,Sigh... @JetBlue: Our fleet's on fleek. http://t.co/W5NL0AY9Bl۝,2/24/15 7:13,5.7024E+17,where the Bulls/Bears play.,Central Time (US & Canada)
neutral,,Delta,,E_Nice718,0,@JetBlue  please start flying to Guyana soon,2/24/15 7:13,5.7024E+17,N 4039' 0'' / W 7355' 0'',Eastern Time (US & Canada)
neutral,,Delta,,BlackeyeBandit,0,@JetBlue just leave certain things to the kids.,2/24/15 7:10,5.70239E+17,l be where l'm at,London
positive,,Delta,,nokidhungry,0,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH",2/24/15 7:10,5.70239E+17,"Washington, DC",Eastern Time (US & Canada)
positive,,Delta,,lalunkee,0,"@JetBlue Annnndddd, I just booked my flight. That was easy.",2/24/15 7:08,5.70239E+17,All over ...,Eastern Time (US & Canada)
negative,Customer Service Issue,Delta,,JME23,0,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,2/24/15 7:05,5.70238E+17,Citizen of the world dahhhling,Eastern Time (US & Canada)
neutral,,Delta,,_blktray,0,@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP۝ :(,2/24/15 7:02,5.70237E+17,COMPTON/AZ,
positive,,Delta,,lalunkee,0,@JetBlue Thank you very much!,2/24/15 7:02,5.70237E+17,All over ...,Eastern Time (US & Canada)
negative,Flight Booking Problems,Delta,,lalunkee,0,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,2/24/15 6:54,5.70235E+17,All over ...,Eastern Time (US & Canada)
positive,,Delta,,eatgregeat,0,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),2/24/15 6:48,5.70234E+17,,Eastern Time (US & Canada)
neutral,,Delta,,scojjac,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?۝",2/24/15 6:46,5.70233E+17,"Las Cruces, NM",Mountain Time (US & Canada)
neutral,,Delta,,eatgregeat,0,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,2/24/15 6:43,5.70233E+17,,Eastern Time (US & Canada)
positive,,Delta,,NBucketTV,0,@JetBlue glad you like it. Feel free to steal it.,2/24/15 6:43,5.70233E+17,"Boston, MA",Eastern Time (US & Canada)
positive,,Delta,,eatgregeat,0,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,2/24/15 6:40,5.70232E+17,,Eastern Time (US & Canada)
positive,,Delta,,nolimitlove,0,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,2/24/15 6:32,5.7023E+17,,America/New_York
positive,,Delta,,NBucketTV,0,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,2/24/15 6:24,5.70228E+17,"Boston, MA",Eastern Time (US & Canada)
positive,,Delta,,texdoh,0,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,2/24/15 6:22,5.70227E+17,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
positive,,Delta,,JohnJJSmith,0,@JetBlue Wish Everyone felt like you,2/24/15 6:18,5.70226E+17,"NY,NY",
positive,,Delta,,thedaniburden,0,@JetBlue sounds great! Thank you!! :),2/24/15 6:17,5.70226E+17,"Buffalo, New York",Quito
negative,Customer Service Issue,Delta,,tonetone28,0,"@JetBlue 's Once upon a sale that does not include BTV, as usual!  #jetbluehatesbtv",2/24/15 6:15,5.70225E+17,Vermont,Atlantic Time (Canada)
negative,Customer Service Issue,Delta,,texdoh,0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",2/24/15 6:13,5.70225E+17,"iPhone: 40.955353,-73.813942",Central Time (US & Canada)
positive,,Delta,,JohnJJSmith,0,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,2/24/15 6:04,5.70223E+17,"NY,NY",
positive,,Delta,,AStateOfSnark,0,@JetBlue incredible PR team. _ԏ_ԏ_ԏ_ԏ,2/24/15 5:58,5.70221E+17,Boston,Atlantic Time (Canada)
positive,,Delta,,MikeSmithMedia,0,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,2/24/15 5:47,5.70218E+17,New York/New Jersey,Eastern Time (US & Canada)
negative,Flight Attendant Complaints,Delta,,MaryCallaRowan,0,"@JetBlue if you can get us on a flight to Vieques all will be good. Right now, not looking promising.",2/24/15 5:44,5.70218E+17,,
negative,Lost Luggage,Delta,,elias_rubin,0,@JetBlue I just DM'd you!,2/24/15 5:35,5.70215E+17,"New York, NY",Pacific Time (US & Canada)
neutral,,Delta,,sflcn,1,@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,2/24/15 5:28,5.70214E+17,South Florida,Eastern Time (US & Canada)
neutral,,Delta,,elias_rubin,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,2/24/15 5:22,5.70212E+17,"New York, NY",Pacific Time (US & Canada)
neutral,,Delta,,elias_rubin,0,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,2/24/15 5:22,5.70212E+17,"New York, NY",Pacific Time (US & Canada)
neutral,,Delta,,elias_rubin,0,@JetBlue hi friend! Question for you when you have a moment.,2/24/15 5:17,5.70211E+17,"New York, NY",Pacific Time (US & Canada)
positive,,Delta,,jannasaurusrex,0,"@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue۝ and now I'M feeling like a boss #jetbluefame",2/24/15 5:06,5.70208E+17,central mass,
positive,,Delta,,jannasaurusrex,0,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,2/24/15 4:58,5.70206E+17,central mass,
positive,,Delta,,SarahEH255,0,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! _,2/24/15 4:51,5.70204E+17,,Eastern Time (US & Canada)
negative,Late Flight,Delta,,Chewie240,0,@JetBlue why was Flight 1856 delayed to Buffalo ?  It۪s a direct flight and the plane is at the gate.,2/24/15 4:36,5.70201E+17,Buffalo,Eastern Time (US & Canada)
negative,Flight Booking Problems,Delta,,MaryCallaRowan,0,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,2/24/15 4:32,5.702E+17,,
negative,Late Flight,Delta,,deniseimperial,0,@JetBlue we were supposed to be Vieques by 3pm,2/24/15 4:28,5.70199E+17,,Pacific Time (US & Canada)
negative,Customer Service Issue,Delta,,MaryCallaRowan,0,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice,2/24/15 4:27,5.70198E+17,,
negative,Late Flight,Delta,,deniseimperial,0,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",2/24/15 4:27,5.70198E+17,,Pacific Time (US & Canada)
neutral,,Delta,,geoffkeegan,0,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",2/24/15 4:22,5.70197E+17,,Eastern Time (US & Canada)
negative,Can't Tell,Delta,,PilotFresh,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,2/24/15 4:15,5.70195E+17,Dubai ,Central America
positive,,Delta,,brandyanncakes,0,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,2/24/15 4:14,5.70195E+17,boston ma,Atlantic Time (Canada)
negative,Customer Service Issue,Delta,,deniseimperial,0,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",2/24/15 4:08,5.70193E+17,,Pacific Time (US & Canada)
neutral,,Delta,,rkflyga,2,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh,2/24/15 4:04,5.70192E+17,KFDK,Eastern Time (US & Canada)
positive,,Delta,,joahspearman,0,@JetBlue great will do once I land in JFK,2/24/15 3:56,5.7019E+17,Austin,Central Time (US & Canada)
negative,Customer Service Issue,Delta,,skenniston,0,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,2/24/15 3:31,5.70184E+17,"Boston, MA",Eastern Time (US & Canada)
positive,,Delta,,kbosspotter,0,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,2/24/15 3:12,5.70179E+17,Logan International Airport,Atlantic Time (Canada)
neutral,,Delta,,DontenPhoto,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",2/24/15 2:53,5.70175E+17,"Englewood, Florida",Eastern Time (US & Canada)
negative,Customer Service Issue,Delta,,kerifischer,0,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,2/24/15 2:47,5.70173E+17,"Fort Lauderdale, FL",Central Time (US & Canada)
neutral,,Delta,,peteiuvara,0,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",2/24/15 2:27,5.70168E+17,New York,Eastern Time (US & Canada)
positive,,Delta,,BonnieBitchh,0,@JetBlue sure is _ժ,2/24/15 0:24,5.70137E+17,NYC ,Central Time (US & Canada)
neutral,,Delta,,Ledermuller,3,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,2/23/15 23:21,5.70121E+17,Southern California,Pacific Time (US & Canada)
negative,Can't Tell,Delta,,djcheros,0,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,2/23/15 22:07,5.70103E+17,"Portland, Maine",Eastern Time (US & Canada)
positive,,Delta,,marcmansfield,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",2/23/15 21:37,5.70095E+17,,
neutral,,Delta,,BigDdaBasedLord,0,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,2/23/15 21:32,5.70094E+17,ClayCo ATL,Central Time (US & Canada)
positive,,Delta,,don_bangs,0,@JetBlue thanks so much!,2/23/15 21:11,5.70089E+17,,
negative,Can't Tell,Delta,,marcmansfield,0,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,2/23/15 21:06,5.70087E+17,,
neutral,,Delta,,don_bangs,0,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,2/23/15 20:56,5.70085E+17,,
negative,Customer Service Issue,Delta,,marcmansfield,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,2/23/15 20:55,5.70085E+17,,
neutral,,Delta,,KnockoutOC,0,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,2/23/15 20:53,5.70084E+17,New York City,Atlantic Time (Canada)
negative,Can't Tell,Delta,,marcmansfield,0,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,2/23/15 20:50,5.70083E+17,,
negative,Flight Attendant Complaints,Delta,,williamzitser,0,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,2/23/15 20:36,5.7008E+17,NYC,Central Time (US & Canada)
negative,Flight Attendant Complaints,Delta,,williamzitser,0,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,2/23/15 20:26,5.70077E+17,NYC,Central Time (US & Canada)
neutral,,Delta,,mOnKofficial,0,@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid۝haa man,2/23/15 20:24,5.70077E+17,Philadelphia/Cali,Eastern Time (US & Canada)
neutral,,Delta,,sunflwer1975,0,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,2/23/15 20:23,5.70077E+17,"Boston, MA",Arizona
positive,,Delta,,MarkGuerra3,0,@JetBlue That makes two of us! Lol #Blushing,2/23/15 20:20,5.70076E+17,805 CA,
neutral,,Delta,,sunflwer1975,0,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,2/23/15 20:12,5.70074E+17,"Boston, MA",Arizona
positive,,Delta,,MarkGuerra3,0,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,2/23/15 20:12,5.70074E+17,805 CA,
negative,Can't Tell,Delta,,empiricalco,0,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps,2/23/15 20:11,5.70074E+17,22nd Century,Pacific Time (US & Canada)
positive,,Delta,,emooreme,0,@JetBlue #1680 Super smooth flight and landing. Nicely done.,2/23/15 20:00,5.70071E+17,DC SF,Eastern Time (US & Canada)
neutral,,Delta,,djcheros,0,@JetBlue try harder. Take a winners attitude to your work.,2/23/15 19:49,5.70068E+17,"Portland, Maine",Eastern Time (US & Canada)
negative,Can't Tell,Delta,,djcheros,0,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,2/23/15 19:45,5.70067E+17,"Portland, Maine",Eastern Time (US & Canada)
negative,Late Flight,Delta,,djcheros,0,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,2/23/15 19:43,5.70067E+17,"Portland, Maine",Eastern Time (US & Canada)
negative,Late Flight,Delta,,djcheros,0,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,2/23/15 19:42,5.70066E+17,"Portland, Maine",Eastern Time (US & Canada)
neutral,,Delta,,thereal_edwin,0,@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V۝ this happened,2/23/15 19:42,5.70066E+17,,
negative,Damaged Luggage,Delta,,DarthVada_R2D2,0,@JetBlue - Definitely no note from whoever stole from me.,2/23/15 19:42,5.70066E+17,,Atlantic Time (Canada)
negative,Customer Service Issue,Delta,,DarthVada_R2D2,0,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,2/23/15 19:38,5.70065E+17,,Atlantic Time (Canada)
negative,Can't Tell,Delta,,DarthVada_R2D2,0,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,2/23/15 19:31,5.70063E+17,,Atlantic Time (Canada)
negative,Lost Luggage,Delta,,DarthVada_R2D2,0,@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,2/23/15 19:23,5.70061E+17,,Atlantic Time (Canada)
