Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
20,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
25,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
57,State-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Male,37,United-States,0
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
25,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
46,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Germany,1
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,24,United-States,0
29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
18,Private,11th,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,0
46,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
61,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
41,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,United-States,0
50,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,India,1
36,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,60,United-States,0
38,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0
26,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
31,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,0
49,Private,12th,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,35,United-States,0
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Columbia,0
47,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
18,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Female,20,United-States,0
47,Private,9th,Divorced,Other-service,Not-in-family,White,Female,30,United-States,0
42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
29,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,United-States,0
38,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,75,United-States,0
22,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,0
32,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,48,United-States,0
41,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
46,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,46,United-States,1
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,0
35,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
18,,Some-college,Never-married,,Own-child,White,Male,25,United-States,0
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
36,Local-gov,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0
30,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
56,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0
42,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
26,Private,7th-8th,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Guatemala,0
66,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
48,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,32,Dominican-Republic,0
35,Private,Some-college,Never-married,Sales,Unmarried,White,Male,50,United-States,0
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,0
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
45,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,0
29,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
42,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
65,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,20,United-States,0
30,Private,Assoc-acdm,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,0
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
61,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Italy,0
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,50,United-States,0
23,Private,11th,Separated,Other-service,Unmarried,White,Female,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
51,Private,HS-grad,Widowed,Prof-specialty,Unmarried,White,Female,35,United-States,0
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,0
31,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0
34,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0
33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,1
32,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,55,United-States,1
44,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
21,State-gov,Some-college,Never-married,Other-service,Own-child,Black,Male,20,United-States,0
75,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,0
55,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,United-States,1
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,0
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0
26,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
23,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,Black,Female,40,United-States,0
42,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,0
28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
64,,HS-grad,Married-civ-spouse,,Husband,White,Male,40,United-States,0
35,Federal-gov,Some-college,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0
65,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,20,United-States,0
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,France,0
58,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,50,United-States,0
63,,Prof-school,Married-civ-spouse,,Husband,White,Male,30,United-States,1
50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,,1
59,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
28,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
51,,5th-6th,Married-civ-spouse,,Husband,Black,Male,8,United-States,0
47,Private,Masters,Divorced,Sales,Not-in-family,White,Male,60,United-States,1
30,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,United-States,1
34,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
51,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
57,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
28,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0
62,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,18,United-States,0
22,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Male,20,United-States,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
34,,11th,Never-married,,Not-in-family,White,Male,30,United-States,0
45,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
37,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0
21,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States,0
49,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0
24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,0
47,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,1
20,Federal-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,24,United-States,0
27,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
40,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,40,United-States,0
19,,Some-college,Never-married,,Own-child,White,Female,30,United-States,0
31,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,United-States,1
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,1
39,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
52,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
44,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,0
50,,HS-grad,Married-civ-spouse,,Husband,White,Male,55,United-States,1
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,1
17,Self-emp-not-inc,10th,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,0
33,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0
28,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
33,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
59,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,32,United-States,0
74,Private,1st-4th,Widowed,Priv-house-serv,Not-in-family,Black,Female,15,United-States,0
54,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
31,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,0
31,Private,Some-college,Separated,Sales,Unmarried,White,Female,40,United-States,0
20,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,20,United-States,0
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
42,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
57,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,0
49,Private,HS-grad,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,40,South,0
40,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,1
19,,HS-grad,Never-married,,Own-child,White,Male,30,United-States,0
38,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,1
43,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
32,,Some-college,Divorced,,Not-in-family,White,Male,40,United-States,0
57,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,0
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,United-States,1
25,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,38,United-States,0
40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1
35,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Own-child,White,Male,50,United-States,0
53,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,34,United-States,0
21,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,0
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
22,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,Black,Female,35,United-States,0
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0
19,,12th,Never-married,,Own-child,White,Male,28,United-States,0
40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,70,United-States,0
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0
35,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Mexico,0
32,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0
26,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
25,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
55,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,55,United-States,1
22,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,0
29,State-gov,Some-college,Divorced,Adm-clerical,Own-child,White,Male,20,United-States,0
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,0
55,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,35,United-States,0
26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
34,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Male,60,United-States,0
25,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
39,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
18,,11th,Never-married,,Own-child,White,Male,25,United-States,0
58,State-gov,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
34,Local-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0
29,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,45,South,0
49,State-gov,Doctorate,Divorced,Prof-specialty,Unmarried,White,Male,50,United-States,1
38,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,35,United-States,0
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
42,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,El-Salvador,1
29,Self-emp-not-inc,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,60,United-States,0
48,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0
40,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
